Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto November 2021,IIP,Industrial Statistics,All India,Monthly,Nov 2021,12 Jan 2022,IIPMFY22089NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_nov21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto November 2021,IIP,Industrial Statistics,All India,Monthly,Nov 2021,12 Jan 2022,IIPMFY22090NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_nov21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto November 2021,IIP,Industrial Statistics,All India,Monthly,Nov 2021,12 Jan 2022,IIPMFY22091NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_nov21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto November 2021,IIP,Industrial Statistics,All India,Monthly,Nov 2021,12 Jan 2022,IIPMFY22092NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_nov21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto October 2021,IIP,Industrial Statistics,All India,Monthly,Oct 2021,10 Dec 2021,IIPMFY22093OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_oct21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto October 2021,IIP,Industrial Statistics,All India,Monthly,Oct 2021,10 Dec 2021,IIPMFY22094OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_oct21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto October 2021,IIP,Industrial Statistics,All India,Monthly,Oct 2021,10 Dec 2021,IIPMFY22095OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_oct21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto October 2021,IIP,Industrial Statistics,All India,Monthly,Oct 2021,10 Dec 2021,IIPMFY22096OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_oct21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto September 2021,IIP,Industrial Statistics,All India,Monthly,Sep 2021,12 Nov 2021,IIPMFY22097SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_sep21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto September 2021,IIP,Industrial Statistics,All India,Monthly,Sep 2021,12 Nov 2021,IIPMFY22098SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_sep21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto September 2021,IIP,Industrial Statistics,All India,Monthly,Sep 2021,12 Nov 2021,IIPMFY22099SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_sep21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto September 2021,IIP,Industrial Statistics,All India,Monthly,Sep 2021,12 Nov 2021,IIPMFY22100SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_sep21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto August 2021,IIP,Industrial Statistics,All India,Monthly,Aug 2021,12 Oct 2021,IIPMFY22057AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_aug21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto August 2021,IIP,Industrial Statistics,All India,Monthly,Aug 2021,12 Oct 2021,IIPMFY22058AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_aug21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto August 2021,IIP,Industrial Statistics,All India,Monthly,Aug 2021,12 Oct 2021,IIPMFY22059AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_aug21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto August 2021,IIP,Industrial Statistics,All India,Monthly,Aug 2021,12 Oct 2021,IIPMFY22060AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_aug21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto July 2021,IIP,Industrial Statistics,All India,Monthly,Jul 2021,10 Sep 2021,IIPMFY22073JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jul21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto July 2021,IIP,Industrial Statistics,All India,Monthly,Jul 2021,10 Sep 2021,IIPMFY22074JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jul21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto July 2021,IIP,Industrial Statistics,All India,Monthly,Jul 2021,10 Sep 2021,IIPMFY22075JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jul21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto July 2021,IIP,Industrial Statistics,All India,Monthly,Jul 2021,10 Sep 2021,IIPMFY22076JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jul21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto June 2021,IIP,Industrial Statistics,All India,Monthly,Jun 2021,12 Aug 2021,IIPMFY22077JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jun21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto June 2021,IIP,Industrial Statistics,All India,Monthly,Jun 2021,12 Aug 2021,IIPMFY22078JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jun21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto June 2021,IIP,Industrial Statistics,All India,Monthly,Jun 2021,12 Aug 2021,IIPMFY22079JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jun21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto June 2021,IIP,Industrial Statistics,All India,Monthly,Jun 2021,12 Aug 2021,IIPMFY22080JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jun21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto May 2021,IIP,Industrial Statistics,All India,Monthly,May 2021,12 Jul 2021,IIPMFY22085MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_may21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto May 2021,IIP,Industrial Statistics,All India,Monthly,May 2021,12 Jul 2021,IIPMFY22086MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_may21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto May 2021,IIP,Industrial Statistics,All India,Monthly,May 2021,12 Jul 2021,IIPMFY22087MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_may21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto May 2021,IIP,Industrial Statistics,All India,Monthly,May 2021,12 Jul 2021,IIPMFY22088MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_may21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto April 2021,IIP,Industrial Statistics,All India,Monthly,Apr 2021,11 Jun 2021,IIPMFY22053APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_apr21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto April 2021,IIP,Industrial Statistics,All India,Monthly,Apr 2021,11 Jun 2021,IIPMFY22054APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_apr21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto April 2021,IIP,Industrial Statistics,All India,Monthly,Apr 2021,11 Jun 2021,IIPMFY22055APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_apr21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto April 2021,IIP,Industrial Statistics,All India,Monthly,Apr 2021,11 Jun 2021,IIPMFY22056APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_apr21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto March 2021,IIP,Industrial Statistics,All India,Monthly,Mar 2021,12 May 2021,IIPMFY21129MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_mar21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto March 2021,IIP,Industrial Statistics,All India,Monthly,Mar 2021,12 May 2021,IIPMFY21130MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_mar21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto March 2021,IIP,Industrial Statistics,All India,Monthly,Mar 2021,12 May 2021,IIPMFY21131MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_mar21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto March 2021,IIP,Industrial Statistics,All India,Monthly,Mar 2021,12 May 2021,IIPMFY21132MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_mar21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto February 2021,IIP,Industrial Statistics,All India,Monthly,Feb 2021,12 Apr 2021,IIPMFY21113FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_feb21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto February 2021,IIP,Industrial Statistics,All India,Monthly,Feb 2021,12 Apr 2021,IIPMFY21114FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_feb21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto February 2021,IIP,Industrial Statistics,All India,Monthly,Feb 2021,12 Apr 2021,IIPMFY21115FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_feb21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto February 2021,IIP,Industrial Statistics,All India,Monthly,Feb 2021,12 Apr 2021,IIPMFY21116FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_feb21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto January 2021,IIP,Industrial Statistics,All India,Monthly,Jan 2021,12 Mar 2021,IIPMFY21117JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_jan21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto January 2021,IIP,Industrial Statistics,All India,Monthly,Jan 2021,12 Mar 2021,IIPMFY21118JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_jan21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto January 2021,IIP,Industrial Statistics,All India,Monthly,Jan 2021,12 Mar 2021,IIPMFY21119JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_jan21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto January 2021,IIP,Industrial Statistics,All India,Monthly,Jan 2021,12 Mar 2021,IIPMFY21120JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_jan21_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto December 2020,IIP,Industrial Statistics,All India,Monthly,Dec 2020,12 Feb 2021,IIPMFY21109DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_dec20_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto December 2020,IIP,Industrial Statistics,All India,Monthly,Dec 2020,12 Feb 2021,IIPMFY21110DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_dec20_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto December 2020,IIP,Industrial Statistics,All India,Monthly,Dec 2020,12 Feb 2021,IIPMFY21111DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_dec20_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto December 2020,IIP,Industrial Statistics,All India,Monthly,Dec 2020,12 Feb 2021,IIPMFY21112DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2020-21/IndicesIIP2011-12Monthly_annual_dec20_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
