Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto October 2019,IIP,Industrial Statistics,All India,Monthly,Oct 2019,12 Dec 2019,NASAFY16061OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_oct19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto October 2019,IIP,Industrial Statistics,All India,Monthly,Oct 2019,12 Dec 2019,NASAFY16062OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_oct19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto October 2019,IIP,Industrial Statistics,All India,Monthly,Oct 2019,12 Dec 2019,NASAFY16063OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_oct19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto October 2019,IIP,Industrial Statistics,All India,Monthly,Oct 2019,12 Dec 2019,NASAFY16064OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_oct19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto September 2019,IIP,Industrial Statistics,All India,Monthly,Sep 2019,12 Nov 2019,IIPMFY20173SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_sep19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto September 2019,IIP,Industrial Statistics,All India,Monthly,Sep 2019,12 Nov 2019,IIPMFY20174SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_sep19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto September 2019,IIP,Industrial Statistics,All India,Monthly,Sep 2019,12 Nov 2019,IIPMFY20175SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_sep19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto September 2019,IIP,Industrial Statistics,All India,Monthly,Sep 2019,12 Nov 2019,IIPMFY20176SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_sep19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto August 2019,IIP,Industrial Statistics,All India,Monthly,Aug 2019,11 Oct 2019,IIPMFY20177AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_aug19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto August 2019,IIP,Industrial Statistics,All India,Monthly,Aug 2019,11 Oct 2019,IIPMFY20178AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_aug19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto August 2019,IIP,Industrial Statistics,All India,Monthly,Aug 2019,11 Oct 2019,IIPMFY20179AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_aug19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto August 2019,IIP,Industrial Statistics,All India,Monthly,Aug 2019,11 Oct 2019,IIPMFY20180AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_aug19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto July 2019,IIP,Industrial Statistics,All India,Monthly,Jul 2019,12 Sep 2019,IIPMFY20181JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_jul19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto July 2019,IIP,Industrial Statistics,All India,Monthly,Jul 2019,12 Sep 2019,IIPMFY20182JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_jul19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto July 2019,IIP,Industrial Statistics,All India,Monthly,Jul 2019,12 Sep 2019,IIPMFY20183JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_jul19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto July 2019,IIP,Industrial Statistics,All India,Monthly,Jul 2019,12 Sep 2019,IIPMFY20184JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_jul19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto June 2019,IIP,Industrial Statistics,All India,Monthly,Jun 2019,12 Aug 2019,NASAFY16045JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_jun19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto June 2019,IIP,Industrial Statistics,All India,Monthly,Jun 2019,12 Aug 2019,NASAFY16046JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_jun19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto June 2019,IIP,Industrial Statistics,All India,Monthly,Jun 2019,12 Aug 2019,NASAFY16047JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_jun19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto June 2019,IIP,Industrial Statistics,All India,Monthly,Jun 2019,12 Aug 2019,NASAFY16048JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_jun19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto May 2019,IIP,Industrial Statistics,All India,Monthly,May 2019,12 Jul 2019,NASAFY16053MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_may19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto May 2019,IIP,Industrial Statistics,All India,Monthly,May 2019,12 Jul 2019,NASAFY16054MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_may19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto May 2019,IIP,Industrial Statistics,All India,Monthly,May 2019,12 Jul 2019,NASAFY16055MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_may19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto May 2019,IIP,Industrial Statistics,All India,Monthly,May 2019,12 Jul 2019,NASAFY16056MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_may19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto April 2019,IIP,Industrial Statistics,All India,Monthly,Apr 2019,12 Jun 2019,IIPMFY20193APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_apr19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto April 2019,IIP,Industrial Statistics,All India,Monthly,Apr 2019,12 Jun 2019,IIPMFY20194APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_apr19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto April 2019,IIP,Industrial Statistics,All India,Monthly,Apr 2019,12 Jun 2019,IIPMFY20195APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_apr19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto April 2019,IIP,Industrial Statistics,All India,Monthly,Apr 2019,12 Jun 2019,IIPMFY20196APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2019-20/IndicesIIP2011-12Monthly_annual_apr19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto March 2019,IIP,Industrial Statistics,All India,Monthly,Mar 2019,10 May 2019,IIPMFY19199MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_mar19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto March 2019,IIP,Industrial Statistics,All India,Monthly,Mar 2019,10 May 2019,IIPMFY19197MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_mar19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto March 2019,IIP,Industrial Statistics,All India,Monthly,Mar 2019,10 May 2019,IIPMFY19200MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_mar19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto March 2019,IIP,Industrial Statistics,All India,Monthly,Mar 2019,10 May 2019,IIPMFY19198MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_mar19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto February 2019,IIP,Industrial Statistics,All India,Monthly,Feb 2019,12 Apr 2019,IIPMFY19203FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_feb19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto February 2019,IIP,Industrial Statistics,All India,Monthly,Feb 2019,12 Apr 2019,IIPMFY19201FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_feb19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto February 2019,IIP,Industrial Statistics,All India,Monthly,Feb 2019,12 Apr 2019,IIPMFY19204FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_feb19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto February 2019,IIP,Industrial Statistics,All India,Monthly,Feb 2019,12 Apr 2019,IIPMFY19202FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_feb19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto January 2019,IIP,Industrial Statistics,All India,Monthly,Jan 2019,12 Mar 2019,IIPMFY19207JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_jan19_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto January 2019,IIP,Industrial Statistics,All India,Monthly,Jan 2019,12 Mar 2019,IIPMFY19205JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_jan19_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto January 2019,IIP,Industrial Statistics,All India,Monthly,Jan 2019,12 Mar 2019,IIPMFY19208JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_jan19_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto January 2019,IIP,Industrial Statistics,All India,Monthly,Jan 2019,12 Mar 2019,IIPMFY19206JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_jan19_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto December 2018,IIP,Industrial Statistics,All India,Monthly,Dec 2018,12 Feb 2019,IIPMFY19211DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_dec18_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto December 2018,IIP,Industrial Statistics,All India,Monthly,Dec 2018,12 Feb 2019,IIPMFY19209DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_dec18_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto December 2018,IIP,Industrial Statistics,All India,Monthly,Dec 2018,12 Feb 2019,IIPMFY19212DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_dec18_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto December 2018,IIP,Industrial Statistics,All India,Monthly,Dec 2018,12 Feb 2019,IIPMFY19210DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_dec18_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto November 2018,IIP,Industrial Statistics,All India,Monthly,Nov 2018,11 Jan 2019,IIPMFY19215NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_nov18_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto November 2018,IIP,Industrial Statistics,All India,Monthly,Nov 2018,11 Jan 2019,IIPMFY19213NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_nov18_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto November 2018,IIP,Industrial Statistics,All India,Monthly,Nov 2018,11 Jan 2019,IIPMFY19216NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_nov18_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto November 2018,IIP,Industrial Statistics,All India,Monthly,Nov 2018,11 Jan 2019,IIPMFY19214NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_nov18_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
